AREA,AREA NAME,Crm Cd,Crm Cd Desc,DATE OCC,Part 1-2,DR_NO
08,West LA,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2022,1,121
07,Wilshire,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,96
17,Devonshire,310,BURGLARY,2020,1,618
08,West LA,661,UNAUTHORIZED COMPUTER ACCESS,2022,2,27
11,Northeast,438,RECKLESS DRIVING,2021,2,4
16,Foothill,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,11
18,Southeast,220,ATTEMPTED ROBBERY,2020,1,100
03,Southwest,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,48
19,Mission,648,ARSON,2021,1,28
01,Central,860,BATTERY WITH SEXUAL CONTACT,2022,2,102
12,77th Street,933,PROWLER,2020,2,3
09,Van Nuys,330,BURGLARY FROM VEHICLE,2022,1,571
17,Devonshire,666,"BUNCO, ATTEMPT",2022,2,2
10,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,397
04,Hollenbeck,210,ROBBERY,2021,1,269
04,Hollenbeck,350,"THEFT, PERSON",2020,1,16
09,Van Nuys,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,8
01,Central,904,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),2022,2,1
17,Devonshire,763,STALKING,2022,2,6
12,77th Street,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,64
14,Pacific,443,SHOPLIFTING - ATTEMPT,2022,1,1
19,Mission,903,CONTEMPT OF COURT,2022,2,9
03,Southwest,220,ATTEMPTED ROBBERY,2020,1,83
06,Hollywood,954,CONTRIBUTING,2020,2,2
13,Newton,664,"BUNCO, PETTY THEFT",2022,2,6
03,Southwest,753,DISCHARGE FIREARMS/SHOTS FIRED,2020,2,40
11,Northeast,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2021,2,1
09,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,458
17,Devonshire,949,ILLEGAL DUMPING,2021,2,3
06,Hollywood,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,7
20,Olympic,443,SHOPLIFTING - ATTEMPT,2020,1,3
03,Southwest,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2020,2,4
09,Van Nuys,888,TRESPASSING,2022,2,124
15,N Hollywood,320,"BURGLARY, ATTEMPTED",2022,1,46
09,Van Nuys,922,CHILD STEALING,2022,2,2
05,Harbor,520,VEHICLE - ATTEMPT STOLEN,2022,1,44
13,Newton,922,CHILD STEALING,2021,2,1
04,Hollenbeck,434,FALSE IMPRISONMENT,2021,2,2
09,Van Nuys,805,PIMPING,2022,2,2
08,West LA,441,THEFT PLAIN - ATTEMPT,2021,1,3
08,West LA,310,BURGLARY,2021,1,960
06,Hollywood,662,"BUNCO, GRAND THEFT",2020,2,79
06,Hollywood,943,CRUELTY TO ANIMALS,2021,2,7
05,Harbor,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,179
20,Olympic,122,"RAPE, ATTEMPTED",2022,1,6
08,West LA,933,PROWLER,2022,2,5
03,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,726
01,Central,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,4
15,N Hollywood,354,THEFT OF IDENTITY,2021,2,640
07,Wilshire,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,3
13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,339
03,Southwest,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2022,2,1
15,N Hollywood,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,9
04,Hollenbeck,761,BRANDISH WEAPON,2022,1,126
20,Olympic,352,PICKPOCKET,2020,1,3
05,Harbor,622,BATTERY ON A FIREFIGHTER,2020,2,2
18,Southeast,910,KIDNAPPING,2022,2,20
04,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,614
20,Olympic,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,124
07,Wilshire,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,4
17,Devonshire,210,ROBBERY,2021,1,187
13,Newton,652,DOCUMENT WORTHLESS ($200 & UNDER),2020,2,1
10,West Valley,354,THEFT OF IDENTITY,2020,2,558
16,Foothill,434,FALSE IMPRISONMENT,2021,2,2
08,West LA,814,CHILD PORNOGRAPHY,2022,2,1
18,Southeast,121,"RAPE, FORCIBLE",2020,1,56
06,Hollywood,922,CHILD STEALING,2022,2,3
10,West Valley,886,DISTURBING THE PEACE,2022,2,29
09,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,475
06,Hollywood,661,UNAUTHORIZED COMPUTER ACCESS,2020,2,13
09,Van Nuys,886,DISTURBING THE PEACE,2020,2,10
19,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,527
05,Harbor,860,BATTERY WITH SEXUAL CONTACT,2021,2,28
03,Southwest,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,10
18,Southeast,763,STALKING,2021,2,16
07,Wilshire,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,15
10,West Valley,510,VEHICLE - STOLEN,2020,1,767
17,Devonshire,320,"BURGLARY, ATTEMPTED",2022,1,63
12,77th Street,820,ORAL COPULATION,2020,1,13
16,Foothill,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,2
18,Southeast,122,"RAPE, ATTEMPTED",2021,1,5
13,Newton,813,CHILD ANNOYING (17YRS & UNDER),2020,2,10
12,77th Street,451,PURSE SNATCHING - ATTEMPT,2020,1,2
02,Rampart,220,ATTEMPTED ROBBERY,2022,1,85
10,West Valley,940,EXTORTION,2020,2,19
18,Southeast,121,"RAPE, FORCIBLE",2022,1,36
14,Pacific,860,BATTERY WITH SEXUAL CONTACT,2020,2,78
09,Van Nuys,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2021,1,5
14,Pacific,510,VEHICLE - STOLEN,2022,1,"1,445"
07,Wilshire,353,DRUNK ROLL,2022,1,3
05,Harbor,813,CHILD ANNOYING (17YRS & UNDER),2021,2,9
14,Pacific,345,DISHONEST EMPLOYEE - GRAND THEFT,2021,1,1
13,Newton,624,BATTERY - SIMPLE ASSAULT,2020,2,868
01,Central,886,DISTURBING THE PEACE,2020,2,11
06,Hollywood,439,FALSE POLICE REPORT,2022,2,1
07,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021,1,427
11,Northeast,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,18
15,N Hollywood,651,DOCUMENT WORTHLESS ($200.01 & OVER),2021,2,2
10,West Valley,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,424
01,Central,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,7
04,Hollenbeck,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,17
19,Mission,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,16
04,Hollenbeck,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,14
11,Northeast,761,BRANDISH WEAPON,2021,1,107
15,N Hollywood,890,FAILURE TO YIELD,2020,2,2
12,77th Street,763,STALKING,2020,2,4
01,Central,664,"BUNCO, PETTY THEFT",2022,2,24
18,Southeast,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,12
21,Topanga,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2022,2,1
11,Northeast,943,CRUELTY TO ANIMALS,2020,2,2
03,Southwest,487,BOAT - STOLEN,2022,1,2
10,West Valley,850,INDECENT EXPOSURE,2021,2,15
10,West Valley,813,CHILD ANNOYING (17YRS & UNDER),2021,2,14
08,West LA,661,UNAUTHORIZED COMPUTER ACCESS,2020,2,17
02,Rampart,761,BRANDISH WEAPON,2022,1,218
03,Southwest,755,BOMB SCARE,2022,2,4
09,Van Nuys,910,KIDNAPPING,2020,2,10
09,Van Nuys,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2021,2,1
13,Newton,310,BURGLARY,2021,1,507
04,Hollenbeck,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,2
10,West Valley,928,THREATENING PHONE CALLS/LETTERS,2022,2,3
19,Mission,762,LEWD CONDUCT,2020,2,11
18,Southeast,210,ROBBERY,2020,1,631
11,Northeast,437,RESISTING ARREST,2020,2,2
09,Van Nuys,441,THEFT PLAIN - ATTEMPT,2021,1,3
12,77th Street,870,CHILD ABANDONMENT,2020,2,2
15,N Hollywood,652,DOCUMENT WORTHLESS ($200 & UNDER),2020,2,1
06,Hollywood,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,4
19,Mission,510,VEHICLE - STOLEN,2021,1,"1,188"
02,Rampart,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,269
07,Wilshire,928,THREATENING PHONE CALLS/LETTERS,2021,2,3
07,Wilshire,860,BATTERY WITH SEXUAL CONTACT,2021,2,49
02,Rampart,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,6
05,Harbor,940,EXTORTION,2022,2,17
02,Rampart,625,OTHER ASSAULT,2021,2,58
05,Harbor,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,1
16,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,322
05,Harbor,901,VIOLATION OF RESTRAINING ORDER,2021,2,273
10,West Valley,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,114
17,Devonshire,443,SHOPLIFTING - ATTEMPT,2020,1,1
02,Rampart,943,CRUELTY TO ANIMALS,2022,2,3
16,Foothill,753,DISCHARGE FIREARMS/SHOTS FIRED,2021,2,25
07,Wilshire,753,DISCHARGE FIREARMS/SHOTS FIRED,2021,2,28
03,Southwest,901,VIOLATION OF RESTRAINING ORDER,2022,2,174
02,Rampart,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2020,1,14
21,Topanga,910,KIDNAPPING,2021,2,5
17,Devonshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021,1,313
06,Hollywood,441,THEFT PLAIN - ATTEMPT,2020,1,7
04,Hollenbeck,310,BURGLARY,2020,1,393
14,Pacific,434,FALSE IMPRISONMENT,2022,2,4
03,Southwest,625,OTHER ASSAULT,2020,2,43
07,Wilshire,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,3
02,Rampart,755,BOMB SCARE,2020,2,2
16,Foothill,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,12
19,Mission,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2020,2,1
10,West Valley,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2022,2,1
06,Hollywood,949,ILLEGAL DUMPING,2021,2,3
03,Southwest,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,2
05,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,514
01,Central,949,ILLEGAL DUMPING,2021,2,1
18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,"1,091"
17,Devonshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,43
04,Hollenbeck,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,9
15,N Hollywood,813,CHILD ANNOYING (17YRS & UNDER),2022,2,9
15,N Hollywood,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,20
02,Rampart,354,THEFT OF IDENTITY,2021,2,390
10,West Valley,623,BATTERY POLICE (SIMPLE),2020,2,17
15,N Hollywood,943,CRUELTY TO ANIMALS,2021,2,1
10,West Valley,210,ROBBERY,2020,1,193
16,Foothill,755,BOMB SCARE,2021,2,5
13,Newton,761,BRANDISH WEAPON,2021,1,199
03,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,2022,2,690
15,N Hollywood,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,11
08,West LA,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,432
10,West Valley,623,BATTERY POLICE (SIMPLE),2021,2,15
01,Central,910,KIDNAPPING,2020,2,6
02,Rampart,940,EXTORTION,2022,2,12
17,Devonshire,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2021,2,108
13,Newton,920,KIDNAPPING - GRAND ATTEMPT,2022,2,4
20,Olympic,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,7
11,Northeast,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2020,1,4
13,Newton,622,BATTERY ON A FIREFIGHTER,2021,2,3
19,Mission,437,RESISTING ARREST,2021,2,13
19,Mission,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,9
12,77th Street,940,EXTORTION,2021,2,10
07,Wilshire,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,10
05,Harbor,763,STALKING,2020,2,6
11,Northeast,949,ILLEGAL DUMPING,2021,2,2
14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,525
19,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,223
15,N Hollywood,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2022,2,2
13,Newton,441,THEFT PLAIN - ATTEMPT,2021,1,13
20,Olympic,910,KIDNAPPING,2022,2,9
03,Southwest,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,17
19,Mission,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,22
18,Southeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,295
14,Pacific,320,"BURGLARY, ATTEMPTED",2022,1,63
15,N Hollywood,330,BURGLARY FROM VEHICLE,2020,1,822
21,Topanga,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2020,1,2
19,Mission,652,DOCUMENT WORTHLESS ($200 & UNDER),2021,2,1
05,Harbor,932,PEEPING TOM,2020,2,7
13,Newton,900,VIOLATION OF COURT ORDER,2020,2,58
12,77th Street,860,BATTERY WITH SEXUAL CONTACT,2020,2,34
05,Harbor,354,THEFT OF IDENTITY,2020,2,233
13,Newton,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,8
14,Pacific,220,ATTEMPTED ROBBERY,2021,1,39
20,Olympic,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,5
03,Southwest,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,10
16,Foothill,110,CRIMINAL HOMICIDE,2021,1,4
05,Harbor,662,"BUNCO, GRAND THEFT",2020,2,51
11,Northeast,648,ARSON,2021,1,30
01,Central,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,1
12,77th Street,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2022,1,5
05,Harbor,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,11
02,Rampart,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,1
10,West Valley,901,VIOLATION OF RESTRAINING ORDER,2020,2,62
14,Pacific,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,14
20,Olympic,932,PEEPING TOM,2020,2,3
02,Rampart,943,CRUELTY TO ANIMALS,2021,2,3
02,Rampart,520,VEHICLE - ATTEMPT STOLEN,2022,1,48
21,Topanga,480,BIKE - STOLEN,2022,1,42
19,Mission,251,SHOTS FIRED AT INHABITED DWELLING,2020,1,7
04,Hollenbeck,762,LEWD CONDUCT,2021,2,5
14,Pacific,471,TILL TAP - PETTY ($950 & UNDER),2020,1,1
07,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,216
18,Southeast,901,VIOLATION OF RESTRAINING ORDER,2021,2,169
16,Foothill,624,BATTERY - SIMPLE ASSAULT,2021,2,478
03,Southwest,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2020,1,1
14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,627
06,Hollywood,623,BATTERY POLICE (SIMPLE),2020,2,57
13,Newton,865,"DRUGS, TO A MINOR",2020,2,1
12,77th Street,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,32
08,West LA,664,"BUNCO, PETTY THEFT",2022,2,25
11,Northeast,890,FAILURE TO YIELD,2020,2,4
12,77th Street,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2022,1,16
07,Wilshire,890,FAILURE TO YIELD,2020,2,4
11,Northeast,928,THREATENING PHONE CALLS/LETTERS,2021,2,4
04,Hollenbeck,661,UNAUTHORIZED COMPUTER ACCESS,2020,2,3
15,N Hollywood,944,CONSPIRACY,2022,2,1
08,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021,1,434
13,Newton,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,144
02,Rampart,928,THREATENING PHONE CALLS/LETTERS,2021,2,6
02,Rampart,310,BURGLARY,2021,1,368
18,Southeast,666,"BUNCO, ATTEMPT",2020,2,11
10,West Valley,928,THREATENING PHONE CALLS/LETTERS,2020,2,2
19,Mission,860,BATTERY WITH SEXUAL CONTACT,2022,2,40
11,Northeast,850,INDECENT EXPOSURE,2021,2,8
21,Topanga,850,INDECENT EXPOSURE,2020,2,17
18,Southeast,888,TRESPASSING,2022,2,75
09,Van Nuys,520,VEHICLE - ATTEMPT STOLEN,2022,1,16
05,Harbor,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,4
14,Pacific,648,ARSON,2022,1,32
21,Topanga,623,BATTERY POLICE (SIMPLE),2020,2,9
04,Hollenbeck,437,RESISTING ARREST,2020,2,4
05,Harbor,520,VEHICLE - ATTEMPT STOLEN,2021,1,48
01,Central,666,"BUNCO, ATTEMPT",2022,2,4
01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,333
15,N Hollywood,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,38
10,West Valley,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,11
02,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2020,1,454
14,Pacific,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,69
15,N Hollywood,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2020,1,3
19,Mission,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,85
06,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,46
13,Newton,813,CHILD ANNOYING (17YRS & UNDER),2021,2,25
11,Northeast,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2022,2,4
10,West Valley,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,12
20,Olympic,443,SHOPLIFTING - ATTEMPT,2022,1,1
15,N Hollywood,662,"BUNCO, GRAND THEFT",2022,2,79
07,Wilshire,437,RESISTING ARREST,2022,2,2
16,Foothill,946,OTHER MISCELLANEOUS CRIME,2020,2,59
09,Van Nuys,310,BURGLARY,2021,1,640
13,Newton,121,"RAPE, FORCIBLE",2022,1,42
16,Foothill,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,26
14,Pacific,888,TRESPASSING,2021,2,316
20,Olympic,510,VEHICLE - STOLEN,2022,1,"1,348"
14,Pacific,763,STALKING,2021,2,1
15,N Hollywood,330,BURGLARY FROM VEHICLE,2021,1,908
20,Olympic,664,"BUNCO, PETTY THEFT",2020,2,42
07,Wilshire,220,ATTEMPTED ROBBERY,2022,1,33
01,Central,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2020,2,2
21,Topanga,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,1
07,Wilshire,434,FALSE IMPRISONMENT,2022,2,7
12,77th Street,330,BURGLARY FROM VEHICLE,2021,1,382
03,Southwest,624,BATTERY - SIMPLE ASSAULT,2021,2,971
05,Harbor,623,BATTERY POLICE (SIMPLE),2022,2,15
08,West LA,651,DOCUMENT WORTHLESS ($200.01 & OVER),2022,2,1
18,Southeast,922,CHILD STEALING,2021,2,15
01,Central,110,CRIMINAL HOMICIDE,2021,1,25
07,Wilshire,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,6
13,Newton,354,THEFT OF IDENTITY,2022,2,"1,293"
05,Harbor,924,TELEPHONE PROPERTY - DAMAGE,2021,2,1
07,Wilshire,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,7
19,Mission,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,8
02,Rampart,110,CRIMINAL HOMICIDE,2021,1,15
13,Newton,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2020,2,1
09,Van Nuys,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,9
15,N Hollywood,443,SHOPLIFTING - ATTEMPT,2020,1,1
06,Hollywood,660,COUNTERFEIT,2020,2,2
05,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,323
16,Foothill,320,"BURGLARY, ATTEMPTED",2020,1,31
09,Van Nuys,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,5
03,Southwest,662,"BUNCO, GRAND THEFT",2021,2,74
09,Van Nuys,510,VEHICLE - STOLEN,2022,1,923
19,Mission,660,COUNTERFEIT,2021,2,1
08,West LA,350,"THEFT, PERSON",2021,1,20
02,Rampart,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2022,2,16
14,Pacific,928,THREATENING PHONE CALLS/LETTERS,2020,2,3
20,Olympic,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,3
15,N Hollywood,763,STALKING,2021,2,3
05,Harbor,434,FALSE IMPRISONMENT,2022,2,3
01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,899
14,Pacific,814,CHILD PORNOGRAPHY,2022,2,7
13,Newton,251,SHOTS FIRED AT INHABITED DWELLING,2020,1,42
21,Topanga,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2021,2,126
01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,194
20,Olympic,625,OTHER ASSAULT,2021,2,33
11,Northeast,220,ATTEMPTED ROBBERY,2020,1,50
17,Devonshire,210,ROBBERY,2022,1,200
21,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,347
21,Topanga,520,VEHICLE - ATTEMPT STOLEN,2022,1,18
16,Foothill,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,294
10,West Valley,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,10
13,Newton,438,RECKLESS DRIVING,2020,2,5
21,Topanga,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2021,2,1
09,Van Nuys,110,CRIMINAL HOMICIDE,2021,1,8
13,Newton,850,INDECENT EXPOSURE,2021,2,8
20,Olympic,860,BATTERY WITH SEXUAL CONTACT,2020,2,46
03,Southwest,870,CHILD ABANDONMENT,2022,2,2
01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,170
01,Central,510,VEHICLE - STOLEN,2021,1,838
02,Rampart,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,6
15,N Hollywood,888,TRESPASSING,2022,2,153
05,Harbor,763,STALKING,2022,2,5
01,Central,903,CONTEMPT OF COURT,2020,2,1
16,Foothill,330,BURGLARY FROM VEHICLE,2020,1,379
13,Newton,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,2
14,Pacific,354,THEFT OF IDENTITY,2021,2,594
04,Hollenbeck,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,6
18,Southeast,441,THEFT PLAIN - ATTEMPT,2020,1,9
21,Topanga,310,BURGLARY,2021,1,721
14,Pacific,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,184
04,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,308
16,Foothill,347,GRAND THEFT / INSURANCE FRAUD,2020,2,1
02,Rampart,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,4
11,Northeast,443,SHOPLIFTING - ATTEMPT,2020,1,1
01,Central,886,DISTURBING THE PEACE,2022,2,9
13,Newton,820,ORAL COPULATION,2022,1,12
05,Harbor,910,KIDNAPPING,2022,2,5
01,Central,624,BATTERY - SIMPLE ASSAULT,2021,2,"1,441"
02,Rampart,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,2
07,Wilshire,761,BRANDISH WEAPON,2022,1,131
01,Central,940,EXTORTION,2022,2,13
08,West LA,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2020,1,24
11,Northeast,903,CONTEMPT OF COURT,2021,2,6
10,West Valley,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2022,2,1
17,Devonshire,510,VEHICLE - STOLEN,2022,1,875
20,Olympic,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,2
01,Central,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,54
06,Hollywood,756,WEAPONS POSSESSION/BOMBING,2020,2,1
20,Olympic,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,7
06,Hollywood,860,BATTERY WITH SEXUAL CONTACT,2022,2,67
18,Southeast,820,ORAL COPULATION,2020,1,8
21,Topanga,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,15
05,Harbor,121,"RAPE, FORCIBLE",2021,1,42
05,Harbor,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2020,2,3
05,Harbor,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,17
02,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,376
20,Olympic,354,THEFT OF IDENTITY,2022,2,752
21,Topanga,888,TRESPASSING,2020,2,145
09,Van Nuys,220,ATTEMPTED ROBBERY,2022,1,28
02,Rampart,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,7
17,Devonshire,865,"DRUGS, TO A MINOR",2022,2,1
01,Central,900,VIOLATION OF COURT ORDER,2022,2,40
13,Newton,251,SHOTS FIRED AT INHABITED DWELLING,2022,1,25
04,Hollenbeck,438,RECKLESS DRIVING,2022,2,1
17,Devonshire,480,BIKE - STOLEN,2021,1,47
20,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,507
06,Hollywood,438,RECKLESS DRIVING,2022,2,3
05,Harbor,451,PURSE SNATCHING - ATTEMPT,2020,1,1
03,Southwest,121,"RAPE, FORCIBLE",2021,1,72
01,Central,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,4
